StudnetID,Degree Level,School,Major Group,Gender Identity,Ethnicity,Domestic or International Status,Outcome,Have Info?,Placement Status,Employer,Industry,Full-time or Part-time,Position Type,Job Title,Job Level,Promotion or Return Offer from an Internship,Total post-graduation job offers,Employment Timing,Annual Salary Amount,Used Wasserman Services,Continuing Education School Name,Continuing Education Degree,Continuning Education Field,City,State,Country
LBTS_2023_9717,Bachelors,Leonard N. Stern School of Business,Business,Man,Not Available,Domestic,Working,Yes,Placed,Rothschild & Co,Financial Services/Banking,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Analyst,Entry-level,Return offer from an internship,2,Between 3 and 6 months after graduation,,Yes,,,,New York,New York,United States of America
LBTS_2023_9828,Bachelors,Gallatin School of Individualized Study,Other/ Create your own major,Woman,White,Domestic,Working,Yes,Placed,Lazard,Financial Services/Banking,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Analyst,Entry-level,Not applicable,,,,No,,,,New York,New York,United States of America
LBTS_2023_10094,Masters,School of Professional Studies,Business,Woman,International,International,Working,Yes,Placed,KKR,Financial Services/Banking,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Analyst,Mid-level,Not applicable,,,,Yes,,,,New York,New York,United States of America
LBTS_2023_10264,Bachelors,"Steinhardt School of Culture, Education, and Human Development",Humanities,Woman,Asian/Pacific Islander,Domestic,Working,Yes,Placed,Kobre & Kim,Law,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Analyst,,,,,,Yes,,,,New York,New York,United States of America
LBTS_2023_10412,Bachelors,Leonard N. Stern School of Business,Business,Man,International,International,Working and In School,Yes,Placed,GPI Real Estate Management Corp,Real Estate,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Analyst,Entry-level,,,,,Yes,NYU,Masters,"Business (MBA, Accounting, Finance, Economics, Management, etc.)",New York,New York,United States of America
LBTS_2023_10662,Bachelors,Leonard N. Stern School of Business,Business,Man,Asian/Pacific Islander,Domestic,Working,Yes,Placed,CohnReznick Capital,Financial Services/Banking,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Analyst,Entry-level,Return offer from an internship,2,,,Yes,,,,New York,New York,United States of America
LBTS_2023_10744,Bachelors,Leonard N. Stern School of Business,Business,Man,International,International,Working,Yes,Placed,SMBC,Financial Services/Banking,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Analyst,Entry-level,Not applicable,1,,,Yes,,,,New York,New York,United States of America
LBTS_2023_11429,Bachelors,Leonard N. Stern School of Business,Business,Man,Asian/Pacific Islander,Domestic,Working,Yes,Placed,Recharge Capital,Financial Services/Banking,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Analyst,Entry-level,Return offer from an internship,1,Between 3 and 6 months after graduation,,Yes,,,,New York,New York,United States of America
LBTS_2023_11730,Masters,School of Professional Studies,Business,Man,White,Domestic,Working,Yes,Placed,Abnet Realty,Real Estate,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Analyst,Mid-level,Not applicable,,,,Yes,,,,New York,New York,United States of America
LBTS_2023_11914,Bachelors,Leonard N. Stern School of Business,Business,Man,Asian/Pacific Islander,Domestic,Working and In School,Yes,Placed,Alvarez & Marsal,Consulting,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Analyst,Entry-level,Not applicable,1,,,Yes,NYU,Masters,"Business (MBA, Accounting, Finance, Economics, Management, etc.)",New York,New York,United States of America
LBTS_2023_12404,Masters,School of Professional Studies,Business,Man,White,Domestic,Working,Yes,Placed,BRE Hotels & Resorts,Hospitality/Tourism/Sports & Recreation,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Analyst,,,,,,Yes,,,,New York,New York,United States of America
LBTS_2023_12905,Bachelors,Leonard N. Stern School of Business,Business,Man,International,International,Working,Yes,Placed,BlackRock,Financial Services/Banking,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Analyst,Entry-level,Return offer from an internship,2,,,Yes,,,,New York,New York,United States of America
LBTS_2023_13726,Masters,School of Professional Studies,Business,Man,International,International,Working,Yes,Placed,Triple Living,Real Estate,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Analyst,Entry-level,Not applicable,,,,Yes,,,,New York,New York,United States of America
LBTS_2023_14209,Bachelors,College of Arts and Science,Mathematics and Economics,Woman,White,Domestic,Working,Yes,Placed,Morgan Stanley,Financial Services/Banking,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Analyst,Entry-level,Return offer from an internship,,,,Yes,,,,New York,New York,United States of America
LBTS_2023_14340,Bachelors,Leonard N. Stern School of Business,Business,Man,Asian/Pacific Islander,Domestic,Working,Yes,Placed,Nomura,Financial Services/Banking,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Analyst,Entry-level,Return offer from an internship,2,,,Yes,,,,New York,New York,United States of America
LBTS_2023_14790,Bachelors,Leonard N. Stern School of Business,Business,Woman,Asian/Pacific Islander,Domestic,Working,Yes,Placed,Solomon Partners,Financial Services/Banking,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Analyst,,,,Between 3 and 6 months after graduation,,Yes,,,,New York,New York,United States of America
LBTS_2023_15278,Bachelors,College of Arts and Science,Mathematics and Economics,Man,Not Available,Domestic,Working,Yes,Placed,JP Morgan,Financial Services/Banking,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Analyst,Entry-level,Return offer from an internship,1,Before graduation,,Yes,,,,New York,New York,United States of America
LBTS_2023_15611,Bachelors,Gallatin School of Individualized Study,Other/ Create your own major,Man,Hispanic,Domestic,Working,Yes,Placed,Acrisure,Not Available,,"Existing company/organization (for-profit, not-for-profit, government, etc.)",Analyst,,,,,,Yes,,,,New York,New York,United States of America
LBTS_2023_15882,Bachelors,Leonard N. Stern School of Business,Business,Man,Asian/Pacific Islander,Domestic,Working,Yes,Placed,Alvarez & Marsal,Consulting,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Analyst,Entry-level,Return offer from an internship,1,,,Yes,,,,New York,New York,United States of America
LBTS_2023_15955,Masters,Tandon School of Engineering,Computer Science / Data Science/ Engineering/ Game Design,Woman,International,International,Working,Yes,Placed,Hanover Street Capital,Financial Services/Banking,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Analyst,Entry-level,Return offer from an internship,,,,Yes,,,,New York,New York,United States of America
LBTS_2023_16038,Bachelors,Leonard N. Stern School of Business,Business,Woman,Asian/Pacific Islander,Domestic,Working,Yes,Placed,JP Morgan Chase & Co.,Financial Services/Banking,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Analyst,Entry-level,Return offer from an internship,1,,,Yes,,,,New York,New York,United States of America
LBTS_2023_16252,Bachelors,Leonard N. Stern School of Business,Business,Woman,International,International,Working and In School,Yes,Placed,Haitong International Securities Group Limited,Financial Services/Banking,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Analyst,Entry-level,Return offer from an internship,2,,,Yes,NYU,Masters,"Business (MBA, Accounting, Finance, Economics, Management, etc.)",New York,New York,United States of America
LBTS_2023_16264,Bachelors,Leonard N. Stern School of Business,Business,Woman,Hispanic,Domestic,Working,Yes,Placed,JP Morgan Chase & Co.,Financial Services/Banking,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Analyst,Entry-level,Return offer from an internship,1,,,Yes,,,,New York,New York,United States of America
LBTS_2023_13115,Masters,Tandon School of Engineering,Computer Science / Data Science/ Engineering/ Game Design,Man,International,International,Working,Yes,Placed,Goldman Sachs,Financial Services/Banking,Full-time (30+ hours/week),"Temporary/Contract Work Assignment (working for one client on a specific project, with a limited timeframe)",Analyst,Entry-level,Not applicable,1,Between 3 and 6 months after graduation,60000,Yes,,,,Salt Lake City,Utah,United States of America
LBTS_2023_15101,Masters,Graduate School of Arts and Science,Mathematics and Economics,Man,International,International,Working,Yes,Placed,BlackRock,Financial Services/Banking,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Analyst,Entry-level,Not applicable,3,Before graduation,100000,Yes,,,,San Francisco,California,United States of America
LBTS_2023_1424,Bachelors,Leonard N. Stern School of Business,Business,Woman,International,International,Working,Yes,Placed,Deutsche Bank,Financial Services/Banking,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Analyst,Entry-level,Not applicable,1,,110000,Yes,,,,San Francisco,California,United States of America
LBTS_2023_6694,Bachelors,College of Arts and Science,Mathematics and Economics,Man,White,Domestic,Working,Yes,Placed,Alvarez & Marsal,Consulting,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Analyst,Entry-level,Not applicable,,,,Yes,,,,San Francisco,California,United States of America
LBTS_2023_9554,Bachelors,Leonard N. Stern School of Business,Business,Woman,Asian/Pacific Islander,Domestic,Working,Yes,Placed,Jefferies,Financial Services/Banking,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Analyst,Entry-level,Return offer from an internship,2,,,Yes,,,,San Francisco,California,United States of America
LBTS_2023_2087,Bachelors,College of Arts and Science,Mathematics and Economics,Man,International,International,Working,Yes,Placed,Monitor Deloitte,Consulting,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Analyst,Entry-level,Not applicable,,,,Yes,,,,Shanghai,,China
LBTS_2023_3363,Masters,School of Professional Studies,General Engineering/ Trades Mgmt,Man,International,International,Working,Yes,Placed,Ceramic Group,Energy,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Analyst,Entry-level,Return offer from an internship,3,Within 3 months of graduation,,Yes,,,,Shanghai,,China
LBTS_2023_12056,Bachelors,Leonard N. Stern School of Business,Business,Woman,International,International,Working,Yes,Placed,NH Investment & Securities,Financial Services/Banking,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Analyst,Entry-level,Return offer from an internship,1,Before graduation,,Yes,,,,South Kore,,South Korea
LBTS_2023_14191,Bachelors,College of Arts and Science,Humanities,Man,White,Domestic,Working,Yes,Placed,U.S. Government Accountability Office,Government/Military,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Analyst,Entry-level,Return offer from an internship,1,Before graduation,63000,Yes,,,,"Washington, D.C.",,United States of America
LBTS_2023_3703,Bachelors,College of Arts and Science,Mathematics and Economics,Woman,Asian/Pacific Islander,International,Working,Yes,Placed,Citi,Financial Services/Banking,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Analyst,Entry-level,Return offer from an internship,1,Before graduation,110000,Yes,,,,,New York,United States of America
LBTS_2023_5768,Bachelors,Gallatin School of Individualized Study,Other/ Create your own major,Woman,Black,Domestic,Working,Yes,Placed,Ikaso Consulting,Consulting,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Analyst,Entry-level,Not applicable,,,,Yes,,,,,,United States of America
LBTS_2023_101,Bachelors,College of Arts and Science,Mathematics and Economics,Man,White,Domestic,Working,Yes,Placed,JP Morgan,Financial Services/Banking,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Analyst,Entry-level,Not applicable,3,Within 3 months of graduation,75000,Yes,,,,,New Jersey,United States of America
